ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
002202.SZ,20260331,2.0849,16.7629,59.6477,63.4791,71.1004,-0.3662
002202.SZ,20251231,6.3762,14.184,49.1232,28.7911,71.6624,0.8387
002202.SZ,20250930,6.0803,14.391,44.2083,34.341,73.1111,-0.1499
002202.SZ,20250630,3.4941,15.3484,7.261,41.2578,73.0823,-0.6981
002202.SZ,20250331,1.4297,21.7753,70.8376,35.7203,73.0502,-0.3873
002202.SZ,20241231,4.6685,13.7972,39.7783,12.3708,73.9557,0.5481
002202.SZ,20240930,4.6808,16.4341,42.145,22.2379,73.7216,-1.5401
002202.SZ,20240630,3.6333,18.2515,10.8298,6.3225,71.7837,-1.9291
002202.SZ,20240331,0.873,26.1178,-73.061,25.4205,71.4377,-1.4329
002202.SZ,20231231,3.396,17.1428,-44.1563,8.6576,71.9649,0.4388
