ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
002975.SZ,20260331,2.7733,49.8501,419.1232,127.2111,27.3645,0.2393
002975.SZ,20251231,4.839,44.1331,557.5098,48.9211,28.7851,0.5291
002975.SZ,20250930,2.9413,44.3973,6760.5443,35.6112,26.4541,0.5571
002975.SZ,20250630,0.7168,44.0925,11.549,17.483,28.8365,0.4335
002975.SZ,20250331,-1.1727,44.1585,-294.271,-25.176,31.4641,0.2887
002975.SZ,20241231,0.5188,42.5412,138.8857,36.1661,33.9118,-1.433
002975.SZ,20240930,-0.6194,44.6115,128.4266,23.0289,37.4898,-1.5089
002975.SZ,20240630,0.5457,45.1238,109.6026,26.5701,34.5684,-1.5307
002975.SZ,20240331,0.3405,46.0777,200.7345,41.5099,39.458,-0.7212
002975.SZ,20231231,-3.1601,47.1736,-128.3147,-25.5952,38.0745,0.846
