ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
002491.SZ,20260331,4.1223,26.9569,-61.0514,61.133,56.1071,-0.0143
002491.SZ,20251231,-1.6461,19.4503,-198.7912,17.0802,53.3372,0.0558
002491.SZ,20250930,0.8461,20.5526,-906.6584,12.7125,55.7952,0.1276
002491.SZ,20250630,0.2711,20.199,-130.1481,5.3921,58.0261,0.1321
002491.SZ,20250331,-0.592,18.8309,582.9747,-15.2662,56.056,-0.038
002491.SZ,20241231,1.3506,20.4706,-67.3395,-12.9545,53.2548,0.0945
002491.SZ,20240930,1.3314,19.7503,-96.0634,-15.3529,57.0947,0.0526
002491.SZ,20240630,1.1041,19.8093,-116.7555,-13.8567,59.4959,0.066
002491.SZ,20240331,1.047,20.3975,-122.8656,4.7538,57.0129,-0.068
002491.SZ,20231231,1.9553,22.3944,88.7233,0.9966,57.8892,0.2228
