ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
300373.SZ,20260331,3.6926,36.8127,41.0123,34.8678,39.4263,0.3177
300373.SZ,20251231,12.5162,34.2728,25.5505,18.1792,40.7029,3.1346
300373.SZ,20250930,9.9838,35.0367,45.5075,20.8906,41.183,1.8723
300373.SZ,20250630,6.2535,33.7863,41.5451,20.5778,38.8106,1.3941
300373.SZ,20250331,2.8587,34.603,51.2211,18.9039,35.7734,0.478
300373.SZ,20241231,11.2085,33.084,8.4991,11.5261,35.7966,2.5618
300373.SZ,20240930,7.8485,31.0238,8.2842,9.4773,35.3992,1.628
300373.SZ,20240630,5.0977,29.6274,3.4313,9.1633,34.0301,0.9726
300373.SZ,20240331,2.2567,27.6698,-0.7432,1.3425,32.7201,0.2334
300373.SZ,20231231,,30.2642,-12.8491,0.1166,31.205,1.6611
