ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
300042.SZ,20260331,7.5115,25.2491,744.4263,107.844,34.1804,-0.2814
300042.SZ,20251231,2.4622,13.9603,127.3531,49.4625,22.0916,-1.4551
300042.SZ,20250930,-2.7675,7.8976,58.2631,35.1916,22.3032,-0.7521
300042.SZ,20250630,-1.9132,7.1061,40.9839,15.3888,15.9921,-0.1353
300042.SZ,20250331,-1.2445,5.2926,-200.6687,5.1943,13.3803,-0.0307
300042.SZ,20241231,-7.69,9.6931,-126.7807,-23.7311,14.4623,-0.1144
300042.SZ,20240930,-7.1124,9.8416,-85.3266,-43.1166,14.7779,-0.105
300042.SZ,20240630,-3.0756,12.3423,-50.3081,-41.1522,19.4695,-0.3864
300042.SZ,20240331,-0.4723,12.2345,-157.9782,-35.1495,22.0294,-0.3916
300042.SZ,20231231,-4.4864,9.3442,-170.4351,-38.628,17.955,-0.4263
