ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
600809.SH,20260331,12.7078,75.0468,-19.0299,-9.6801,29.2569,6.7655
600809.SH,20251231,32.944,74.8525,0.0281,7.5179,28.7429,7.3883
600809.SH,20250930,31.0369,76.0997,0.4805,4.9966,27.9976,7.3626
600809.SH,20250630,24.1175,76.65,1.1318,5.3536,35.8001,4.9019
600809.SH,20250331,18.1979,78.7981,6.1503,7.7229,30.747,5.7596
600809.SH,20241231,39.1292,76.2026,17.2902,12.7864,34.1913,9.9776
600809.SH,20240930,36.7972,76.0312,20.3449,17.2489,31.0137,9.3731
600809.SH,20240630,28.6224,76.6888,24.2738,19.6468,39.6326,6.5003
600809.SH,20240331,20.2171,77.4609,29.9523,20.9394,31.5109,5.7716
600809.SH,20231231,42.4949,75.3062,28.9313,21.8,35.8781,5.9224
