ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
001896.SZ,20260331,0.8081,8.9231,-33.8905,-15.0055,87.0906,0.4311
001896.SZ,20251231,11.3434,13.6873,421.5351,-7.6148,86.8032,2.3056
001896.SZ,20250930,8.5667,13.4033,422.124,-7.7071,87.7817,2.13
001896.SZ,20250630,3.0414,11.8654,340.7097,-13.9019,88.3436,1.0417
001896.SZ,20250331,1.2888,10.0022,622.6242,-11.6391,88.7023,0.7194
001896.SZ,20241231,-5.1799,7.1194,78.0675,1.4268,89.0173,1.5529
001896.SZ,20240930,-3.7832,7.482,84.5293,6.9189,88.8793,0.9675
001896.SZ,20240630,-1.9366,7.7372,92.6495,13.6097,88.9356,0.6447
001896.SZ,20240331,0.0692,8.6487,101.463,10.6824,88.7506,0.8409
001896.SZ,20231231,-19.1206,2.6747,74.1397,-8.4979,88.716,0.4937
