ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
688322.SH,20260331,0.7288,48.5843,27.4791,6.1917,10.902,-0.2927
688322.SH,20251231,2.4258,43.7555,303.332,66.6629,12.2671,0.2062
688322.SH,20250930,2.3466,42.796,279.1166,103.4963,12.3804,0.2934
688322.SH,20250630,1.0411,41.2721,212.7723,104.143,11.6811,0.2103
688322.SH,20250331,0.1196,42.1217,184.4838,105.6347,10.1272,0.0036
688322.SH,20241231,-3.8154,41.7808,77.1981,56.7916,13.6591,-0.2159
688322.SH,20240930,-3.4125,43.9884,68.5803,35.274,9.2008,-0.1515
688322.SH,20240630,-2.7098,42.5398,61.9355,29.0177,9.4129,-0.0729
688322.SH,20240331,,37.4775,57.7505,51.6645,11.3665,-0.0841
688322.SH,20231231,-10.3698,42.646,4.796,2.8447,11.0422,-0.3994
