ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
300322.SZ,20260331,1.0068,19.7675,-28.2053,44.3004,69.2847,-0.0689
300322.SZ,20251231,6.383,22.4738,200.3496,49.1448,69.9513,-0.0598
300322.SZ,20250930,4.6213,22.8251,1290.6637,50.2503,69.1189,-0.2312
300322.SZ,20250630,2.8854,23.7343,981.1138,48.4952,67.9235,-0.0304
300322.SZ,20250331,1.023,24.6986,276.0491,41.6906,67.195,0.0327
300322.SZ,20241231,-6.325,22.8298,66.8696,12.3724,66.3535,-0.1316
300322.SZ,20240930,0.0879,24.8048,102.3414,8.39,62.7936,0.005
300322.SZ,20240630,0.2875,25.3161,102.3715,4.6954,61.0085,0.0648
300322.SZ,20240331,-0.8218,23.5138,69.2953,4.376,60.9751,0.0689
300322.SZ,20231231,-16.0835,19.488,-124.6533,6.9247,62.071,-0.1806
