ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
300323.SZ,20260331,0.4824,11.2703,151.8973,109.7361,53.1639,0.0482
300323.SZ,20251231,-9.143,6.1939,28.3218,31.0735,52.9846,-0.3977
300323.SZ,20250930,-4.5721,6.1327,45.584,39.8441,50.425,-0.3322
300323.SZ,20250630,-3.1092,6.2273,53.1667,33.935,49.235,-0.1301
300323.SZ,20250331,-1.6537,5.8344,9.1313,27.8153,46.8384,-0.1612
300323.SZ,20241231,-10.1534,-1.6086,27.7314,42.1118,45.2298,0.0689
300323.SZ,20240930,-5.9365,-0.0533,36.7403,48.7327,40.5001,-0.0535
300323.SZ,20240630,-4.0645,-1.4721,32.2671,66.4627,37.2842,-0.0888
300323.SZ,20240331,-1.8238,-4.0997,13.2383,107.5067,34.6667,-0.1432
300323.SZ,20231231,-13.491,-8.4959,-475.1619,23.2838,33.7729,0.065
