ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
600584.SH,20260331,0.9212,14.5484,42.7359,-1.7579,43.0088,0.9941
600584.SH,20251231,4.8658,14.1474,-2.7546,8.091,43.6425,2.5999
600584.SH,20250930,2.8098,13.7433,-11.3915,14.7773,43.0967,2.0636
600584.SH,20250630,1.5769,13.4687,-23.9789,20.138,42.8436,1.3071
600584.SH,20250331,0.6967,12.6335,50.3874,36.4383,43.7158,0.6396
600584.SH,20241231,5.7657,13.0572,9.4424,21.2425,45.3519,3.2603
600584.SH,20240930,3.8611,12.9311,10.5477,22.2619,46.8851,2.1984
600584.SH,20240630,2.2103,13.3633,24.9587,27.222,40.3494,1.6917
600584.SH,20240331,0.412,12.2017,23.013,16.7542,38.6316,0.7673
600584.SH,20231231,5.2164,13.6524,-54.4812,-12.147,38.5827,2.4802
