ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
600183.SH,20260331,6.2498,28.1013,105.4724,45.0885,44.0312,0.2353
600183.SH,20251231,20.0764,26.4727,91.7532,39.4481,42.2937,2.171
600183.SH,20250930,15.6351,26.7367,78.0413,39.8022,45.3877,1.3074
600183.SH,20250630,9.1608,25.8559,52.9809,31.6775,42.9488,0.8003
600183.SH,20250331,3.6682,24.6009,43.7559,26.8605,39.1578,0.1116
600183.SH,20241231,11.5971,22.0371,49.3708,22.9244,40.293,0.5994
600183.SH,20240930,9.2671,22.0151,52.6539,19.4151,39.5962,0.4648
600183.SH,20240630,6.495,21.5615,68.0412,22.1907,38.9807,0.3905
600183.SH,20240331,,21.3003,58.2475,17.7693,35.5559,0.0565
600183.SH,20231231,7.9459,19.2386,-23.9611,-7.929,37.0901,1.165
