ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
300870.SZ,20260331,-0.5728,17.0132,-125.2999,17.2574,54.7709,0.2459
300870.SZ,20251231,9.3274,19.8428,-8.9504,17.4978,51.1022,3.9081
300870.SZ,20250930,8.6684,20.4745,41.5287,27.1581,52.1953,3.8377
300870.SZ,20250630,5.4757,20.3053,54.8582,32.5868,56.2315,2.2254
300870.SZ,20250331,2.0067,19.105,59.0627,27.6484,54.6853,2.0638
300870.SZ,20241231,12.7258,21.3616,36.9167,32.3183,59.224,3.9236
300870.SZ,20240930,7.2529,21.2772,264.9436,28.9488,59.9866,2.3795
300870.SZ,20240630,4.1714,20.9451,933.7973,23.4631,54.1327,0.6426
300870.SZ,20240331,1.6011,19.8793,1703.0415,34.0645,49.6323,0.0795
300870.SZ,20231231,3.9441,19.7165,116.4593,6.1734,50.4929,3.8772
