ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
000681.SZ,20260331,0.3635,42.3697,1240.4708,-2.1549,16.8629,0.013
000681.SZ,20251231,1.8003,41.6789,-30.3149,-4.0328,16.0352,0.1398
000681.SZ,20250930,1.9808,42.7473,-9.0327,0.3005,17.3202,0.0921
000681.SZ,20250630,1.1641,42.4266,-13.9077,0.0498,14.9297,0.0431
000681.SZ,20250331,0.4575,44.3894,12.2599,8.426,16.3845,0.0493
000681.SZ,20241231,3.2249,46.806,-18.1652,3.8874,15.6924,0.2146
000681.SZ,20240930,2.2764,46.225,-33.3311,5.872,16.1831,0.859
000681.SZ,20240630,1.4118,46.9007,-44.0408,7.5582,15.9423,0.0497
000681.SZ,20240331,0.4671,51.7189,-71.9834,32.3517,16.3186,0.0265
000681.SZ,20231231,3.1969,51.2382,48.137,11.9418,16.3293,0.2557
