ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
300763.SZ,20260331,0.5396,33.5456,-68.5859,-6.5135,51.9412,-0.0743
300763.SZ,20251231,7.9171,34.4865,7.5316,6.2584,53.2682,5.5346
300763.SZ,20250930,9.2085,36.0437,29.3905,9.7084,54.4774,4.2867
300763.SZ,20250630,6.3963,35.6664,70.9555,13.0875,56.3501,2.0304
300763.SZ,20250331,,32.069,859.7835,8.6483,58.5276,0.6226
300763.SZ,20241231,7.928,31.5671,-11.317,7.2345,60.4824,5.1335
300763.SZ,20240930,7.8276,33.6666,-10.9954,11.2062,61.8946,3.5246
300763.SZ,20240630,4.0382,32.1795,-43.8394,3.2004,63.0247,1.4819
300763.SZ,20240331,0.1751,24.2449,-93.7413,-15.5634,64.3539,-0.0181
300763.SZ,20231231,13.0983,32.3816,-26.4572,3.5866,64.0793,0.9556
