ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
600353.SH,20260331,1.5353,22.5611,10.7177,8.7687,42.7625,-0.1161
600353.SH,20251231,6.2787,23.8356,57.666,3.0555,42.693,0.1555
600353.SH,20250930,5.2865,24.1166,25.0404,5.5709,44.6774,0.0588
600353.SH,20250630,3.3033,23.0944,13.5164,0.4666,43.1281,0.0739
600353.SH,20250331,1.5087,23.8298,19.3378,-11.3821,41.2283,-0.0203
600353.SH,20241231,4.8333,22.8222,10.5304,20.4793,40.8306,0.0831
600353.SH,20240930,3.9924,22.1753,8.8982,24.1745,39.8955,0.0258
600353.SH,20240630,2.8105,22.8399,11.0959,29.885,37.0969,0.0068
600353.SH,20240331,1.1589,20.2377,38.5868,51.1246,37.743,-0.022
600353.SH,20231231,4.2539,26.6954,-7.3935,15.3826,38.1441,-0.0151
