ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
300748.SZ,20260331,2.2883,21.831,20.0895,16.0504,50.5007,0.26
300748.SZ,20251231,8.5032,21.1758,142.4406,14.109,49.8686,0.2566
300748.SZ,20250930,6.0413,19.4865,161.8088,7.1571,50.1773,-0.1454
300748.SZ,20250630,3.2953,16.3898,154.8129,4.3286,45.4872,-0.4001
300748.SZ,20250331,1.4926,15.6981,57.8534,14.1909,47.1855,-0.2554
300748.SZ,20241231,2.4257,11.1279,-48.3685,1.1278,42.1219,0.3702
300748.SZ,20240930,1.297,10.0298,-60.1664,-0.719,38.9512,0.1539
300748.SZ,20240630,0.4928,8.6626,-64.0179,-1.997,40.2772,0.2459
300748.SZ,20240331,0.347,10.039,-42.9346,-6.9272,38.4005,-0.4575
300748.SZ,20231231,7.1475,16.0727,-19.7804,-6.6617,40.494,1.1286
