ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
603179.SH,20260331,2.677,20.2332,-4.5681,3.4158,59.2111,0.1968
603179.SH,20251231,12.4315,18.0046,-16.543,17.0429,59.4717,1.5059
603179.SH,20250930,10.282,17.2431,-9.1866,18.8266,63.0794,0.5225
603179.SH,20250630,7.1867,18.0948,2.8036,21.0103,64.9467,0.3636
603179.SH,20250331,3.6581,19.5015,4.4392,15.4882,64.7341,0.1908
603179.SH,20241231,18.348,19.6436,21.2411,25.4629,64.472,2.6538
603179.SH,20240930,12.8213,20.4691,22.2192,31.2387,63.0745,0.9051
603179.SH,20240630,8.1214,19.9778,9.4632,33.0711,62.8366,1.3939
603179.SH,20240331,4.0218,20.1022,34.7401,40.236,63.0382,0.2199
603179.SH,20231231,17.804,20.0496,71.1946,52.1858,62.7758,1.2107
