ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
601688.SH,20260331,2.2956,,31.79,41.4811,82.7426,3.9776
601688.SH,20251231,8.1624,,6.72,6.8342,80.7865,-1.396
601688.SH,20250930,6.3661,,1.69,12.5525,79.9712,1.1675
601688.SH,20250630,,,42.1553,31.0135,77.7707,0.843
601688.SH,20250331,1.8682,,58.97,34.8306,76.275,-1.1986
601688.SH,20241231,4.8728,,20.4,13.3655,76.4336,7.5513
601688.SH,20240930,3.4654,,30.63,15.4056,78.0719,10.5108
601688.SH,20240630,2.9278,,-18.99,-5.0534,78.0215,4.0662
601688.SH,20240331,1.2418,,-29.39,-32.1119,78.586,3.4955
601688.SH,20231231,7.4879,,15.35,14.1923,79.8768,-3.4666
