ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
603026.SH,20260331,5.5389,23.3717,1086.7494,40.4471,55.0318,-3.8661
603026.SH,20251231,0.3066,6.9805,-3.1736,22.746,53.3754,-5.5455
603026.SH,20250930,-1.5125,4.5245,-652.1639,11.4063,50.5472,1.0863
603026.SH,20250630,-1.4744,4.7552,-248.0345,14.8742,58.3433,0.4448
603026.SH,20250331,-0.7625,5.6012,-203.0657,30.0885,58.1505,0.2064
603026.SH,20241231,0.1384,5.4462,-12.3168,-1.5628,55.1887,-2.2085
603026.SH,20240930,0.0655,5.3061,-83.9508,-5.4254,54.1475,-1.614
603026.SH,20240630,0.8029,6.4782,97.5084,-8.3034,49.5828,-2.9176
603026.SH,20240331,0.6044,7.0051,246.444,-16.4266,47.3639,-1.2727
603026.SH,20231231,0.338,6.5068,-97.8974,-32.2424,39.7276,-2.1336
