ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
002625.SZ,20260331,1.7747,49.8536,17.0271,40.2793,18.5744,0.0229
002625.SZ,20251231,7.5538,48.9694,5.3652,31.3242,18.9959,0.3752
002625.SZ,20250930,6.3905,51.1436,12.8092,25.755,16.1249,0.1136
002625.SZ,20250630,4.1172,54.8557,6.7486,10.7013,13.2792,0.0748
002625.SZ,20250331,1.6027,53.8446,10.8166,15.9635,10.6427,0.1513
002625.SZ,20241231,7.2418,51.3895,11.7718,4.2465,9.9331,-0.0399
002625.SZ,20240930,6.0248,53.6197,20.0507,3.6745,13.6765,0.0457
002625.SZ,20240630,3.9744,53.1893,20.3287,1.0722,8.5035,0.1483
002625.SZ,20240331,1.4805,49.6424,34.8752,3.0442,8.2679,-0.0304
002625.SZ,20231231,6.3626,45.8954,54.8547,27.9764,9.8049,-0.0074
