ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
601016.SH,20260331,,41.5409,-47.9334,-14.1984,59.0517,0.0912
601016.SH,20251231,3.7472,41.3408,-48.4455,-10.5737,58.9087,0.6112
601016.SH,20250930,4.0921,42.8037,-36.4519,-10.503,58.6898,0.4909
601016.SH,20250630,3.4463,47.1402,-27.858,-7.5214,58.2685,0.2211
601016.SH,20250331,2.1255,50.8131,-10.2208,-1.3265,57.821,0.1157
601016.SH,20241231,7.6058,49.3827,-12.0159,-1.7383,58.413,0.5181
601016.SH,20240930,6.7388,51.8152,-1.2267,-0.3916,58.4322,0.3941
601016.SH,20240630,5.0534,54.3666,-1.6706,-1.0185,58.3377,0.2396
601016.SH,20240331,2.5259,54.912,7.6994,4.1694,58.065,0.1191
601016.SH,20231231,9.0904,53.6428,-7.3128,-2.3718,58.2253,0.5116
