ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
601066.SH,20260331,2.9466,,99.03,62.265,83.726,3.999
601066.SH,20251231,8.3945,,30.68,22.4063,82.3955,10.7071
601066.SH,20250930,6.3413,,64.95,31.2514,82.5235,7.4712
601066.SH,20250630,,,57.7693,19.9318,82.063,7.7515
601066.SH,20250331,1.7336,,50.07,14.5437,82.4672,2.6982
601066.SH,20241231,7.1,,2.68,-9.0975,81.1943,3.8032
601066.SH,20240930,4.2925,,-24.49,-22.1333,81.7529,2.3425
601066.SH,20240630,2.8302,,-33.66,-29.2352,80.4496,-0.2612
601066.SH,20240331,1.2247,,-49.39,-35.909,80.6231,0.0745
601066.SH,20231231,8.1663,,-6.45,-15.6788,81.3437,-2.5858
