ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
000767.SZ,20260331,0.5874,11.2126,3.5633,-0.5423,81.2559,0.0506
000767.SZ,20251231,1.6396,12.4071,511.5205,-7.2375,81.3669,0.6766
000767.SZ,20250930,2.7176,13.7579,203.0182,-5.8239,82.0766,0.4986
000767.SZ,20250630,,13.5681,138.0811,-8.5281,82.5858,0.2832
000767.SZ,20250331,0.565,11.5549,111.9505,-13.221,82.3628,0.049
000767.SZ,20241231,-0.7222,9.7934,106.2282,-15.0187,81.6347,-0.3181
000767.SZ,20240930,-3.0097,6.4579,-155.0582,-21.3839,81.911,-0.2392
000767.SZ,20240630,-3.3812,4.1535,-1609.4716,-21.3232,81.1655,-0.4722
000767.SZ,20240331,-4.7299,-4.0826,-260.0459,-15.796,83.2582,-0.1383
000767.SZ,20231231,-4.8602,7.3375,24.3302,-2.9875,82.1392,-0.5116
