ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
688536.SH,20260331,1.4862,47.656,577.2524,66.504,10.3361,1.443
688536.SH,20251231,2.0132,46.6406,187.7165,75.6477,9.7088,1.0716
688536.SH,20250930,1.4897,46.4646,227.6357,80.4682,13.7199,0.9394
688536.SH,20250630,0.7059,46.3815,200.0735,87.3262,14.2374,0.5006
688536.SH,20250331,0.0329,46.4286,131.6528,110.8848,13.8783,0.2136
688536.SH,20241231,-5.1661,48.1873,-468.1343,11.5242,14.5109,0.5324
688536.SH,20240930,-3.0869,49.4648,-705.5184,4.3071,6.3734,0.1308
688536.SH,20240630,-2.0526,48.028,-565.9262,-17.2099,5.8702,0.2838
688536.SH,20240331,-1.3303,47.6349,-3098.3026,-34.9046,5.1382,0.0918
688536.SH,20231231,-2.4031,51.79,-113.0105,-38.6819,5.5676,-1.2464
