ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
002733.SZ,20260331,0.5934,17.162,0.7562,18.4252,46.0518,-0.0383
002733.SZ,20251231,2.6433,17.6388,-17.914,-2.1386,46.1027,0.9007
002733.SZ,20250930,2.9417,17.8808,-10.4045,-9.385,47.6535,0.5699
002733.SZ,20250630,2.5654,18.702,25.4188,1.4426,48.0972,0.3771
002733.SZ,20250331,0.3816,18.5403,15.9911,-0.9268,46.7109,-0.2174
002733.SZ,20241231,2.9337,17.9562,-30.0353,-1.2798,47.0641,1.4253
002733.SZ,20240930,4.1802,19.1471,-32.2029,-11.8567,48.3738,1.1883
002733.SZ,20240630,2.687,20.3137,-31.9269,-24.9961,47.2058,0.0764
002733.SZ,20240331,0.6168,18.9091,-48.3774,-25.9169,43.827,0.1829
002733.SZ,20231231,,18.0074,-12.6435,-11.7238,44.3273,1.323
