ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
603220.SH,20260331,-0.1328,16.8602,-100.0151,-11.7967,59.2916,-0.7399
603220.SH,20251231,3.8866,19.6889,-43.7969,8.7342,74.5823,1.9785
603220.SH,20250930,4.0341,19.0877,-41.1384,5.0523,72.675,0.3773
603220.SH,20250630,2.3862,18.0451,-51.9384,4.7731,73.6822,-0.0779
603220.SH,20250331,0.8837,19.7434,-59.4939,-24.6674,73.1274,-0.2162
603220.SH,20241231,7.2111,19.0718,0.6563,4.2808,73.8194,0.4178
603220.SH,20240930,7.2772,20.3573,43.4083,10.841,72.4766,-0.6351
603220.SH,20240630,5.3344,19.3219,59.4591,16.822,71.2757,-0.8425
603220.SH,20240331,2.3577,17.1964,103.2457,30.5534,66.2411,-1.0302
603220.SH,20231231,7.4534,16.3105,32.2118,8.2746,67.2757,0.4245
