ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
000962.SZ,20260331,1.5703,14.8854,-3.8159,41.0774,23.5338,-0.4147
000962.SZ,20251231,8.6663,18.4334,21.1199,20.4921,29.3644,-0.7238
000962.SZ,20250930,7.2993,18.1065,33.4341,33.8994,22.7368,-0.4736
000962.SZ,20250630,5.1891,18.4719,29.0785,34.4461,18.9171,-0.1181
000962.SZ,20250331,2.0594,15.4597,13.6243,30.8281,17.0312,-0.0563
000962.SZ,20241231,7.7286,18.3189,13.9448,15.5722,14.8363,-0.121
000962.SZ,20240930,5.8681,19.3182,6.5829,14.6278,14.0456,-0.3119
000962.SZ,20240630,4.1517,19.4181,-5.0439,8.4109,11.5109,-0.3962
000962.SZ,20240331,1.8735,18.1998,-15.2339,-11.4941,14.063,-0.1967
000962.SZ,20231231,8.1257,17.8377,9.7178,12.3538,14.4967,0.1811
