ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
601233.SH,20260331,4.4762,9.0935,210.792,20.296,66.2804,-1.6245
601233.SH,20251231,4.2506,5.5131,69.132,-7.3197,65.7688,2.6707
601233.SH,20250930,3.5029,5.8118,53.8325,-11.3763,66.2959,0.8137
601233.SH,20250630,2.8411,6.7602,2.9334,-8.4138,65.9569,-0.1249
601233.SH,20250331,1.6284,7.7127,5.3584,-8.012,65.8782,-2.2418
601233.SH,20241231,2.5948,4.6426,50.7961,22.5884,64.5714,3.6417
601233.SH,20240930,2.2953,5.1397,11.4116,23.1725,66.668,2.229
601233.SH,20240630,2.5078,6.1874,911.3506,30.673,66.6852,-0.772
601233.SH,20240331,1.5021,6.7065,218.0114,32.6637,67.557,-2.2069
601233.SH,20231231,1.2965,5.0638,539.1015,33.3044,65.0709,1.2946
