ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
002971.SZ,20260331,0.9423,20.1112,-28.3881,10.5428,68.5986,0.0225
002971.SZ,20251231,2.7574,18.883,-17.5496,8.5481,72.2708,1.0756
002971.SZ,20250930,2.5455,20.5028,-1.8606,3.325,69.9654,0.9437
002971.SZ,20250630,2.1452,20.5875,12.429,4.3649,71.4129,0.2153
002971.SZ,20250331,1.0659,19.8958,-16.4721,-0.6807,70.5182,0.0268
002971.SZ,20241231,4.7342,19.4856,-12.6483,-7.3471,69.6678,0.7814
002971.SZ,20240930,3.7175,18.8187,-3.823,7.5678,72.8655,1.0566
002971.SZ,20240630,2.5949,19.1776,9.893,7.5979,73.1216,0.069
002971.SZ,20240331,1.9112,22.9562,-1.4871,-11.9673,69.8566,-0.2225
002971.SZ,20231231,6.4266,18.3321,12.5062,25.1927,68.061,0.1305
