ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
002466.SZ,20260331,4.0915,62.6561,1699.1224,98.4383,28.3945,0.1519
002466.SZ,20251231,0.8525,39.4733,105.8526,-20.7993,28.0375,1.8039
002466.SZ,20250930,0.1691,38.9802,103.1553,-26.5031,30.502,1.3362
002466.SZ,20250630,0.0032,39.7293,101.6215,-24.7079,31.4383,1.1092
002466.SZ,20250331,0.1062,44.3146,102.6759,-0.0167,31.327,0.5799
002466.SZ,20241231,-16.963,46.0744,-208.3218,-67.7473,28.3869,3.3842
002466.SZ,20240930,-12.0741,49.0287,-170.4007,-69.8653,28.4294,2.5544
002466.SZ,20240630,-10.8655,51.814,-180.6788,-74.1429,27.6461,1.3624
002466.SZ,20240331,-7.8857,48.3912,-179.9303,-77.4242,24.48,1.9159
002466.SZ,20231231,14.3511,84.9852,-69.7515,0.1349,25.935,13.8239
