ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
002297.SZ,20260331,5.8134,48.74,13362.4337,125.9402,32.3161,0.0109
002297.SZ,20251231,1.8553,28.2903,192.0032,27.7689,30.2976,0.1755
002297.SZ,20250930,0.6733,22.5416,278.3235,45.1065,31.1102,0.0759
002297.SZ,20250630,0.0405,21.1473,266.3671,30.9759,30.7847,-0.0645
002297.SZ,20250331,-0.1441,19.8187,-94.4092,50.8384,30.5808,-0.0242
002297.SZ,20241231,-4.5416,21.3053,-329.6457,20.5583,29.9325,0.1029
002297.SZ,20240930,-1.5207,15.7425,-182.8919,-2.2026,27.4683,0.0271
002297.SZ,20240630,-0.3612,17.055,-77.1955,3.2268,24.1984,0.0492
002297.SZ,20240331,-0.2275,17.8828,140.3257,-16.3563,25.5013,0.061
002297.SZ,20231231,0.0579,26.1088,22.2401,6.0352,24.9771,0.025
