ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
301319.SZ,20260331,2.3888,17.7142,36.7197,27.4396,28.4684,-1.0412
301319.SZ,20251231,5.8457,15.3128,-11.8223,24.0694,26.5977,0.6806
301319.SZ,20250930,5.3498,16.2619,-4.8354,24.0019,23.4278,0.6564
301319.SZ,20250630,3.258,16.3947,-14.7558,26.7391,20.9037,0.1843
301319.SZ,20250331,1.6959,16.2588,0.7029,43.1708,18.8229,0.2115
301319.SZ,20241231,6.7406,17.711,-12.5283,25.7522,17.3739,-0.083
301319.SZ,20240930,5.2904,18.0312,-5.5818,20.3802,15.2203,0.0572
301319.SZ,20240630,3.5751,18.9389,-4.9132,20.1872,12.1599,0.1581
301319.SZ,20240331,1.3961,20.6554,-20.2342,12.2173,10.6305,0.467
301319.SZ,20231231,7.5389,21.1481,23.5252,-7.7421,11.589,0.9798
