ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
603259.SH,20260331,5.2163,50.4026,26.6767,28.8068,21.0799,1.2051
603259.SH,20251231,19.1414,47.6387,102.6451,15.8372,22.181,5.7656
603259.SH,20250930,14.6973,46.6225,84.8406,18.6077,24.4526,3.8483
603259.SH,20250630,9.4178,44.4494,101.9161,20.6391,27.9332,2.5872
603259.SH,20250331,3.8511,42.2604,89.0609,20.9556,25.7162,1.1065
603259.SH,20241231,17.5607,41.4789,-1.6284,-2.7252,26.4426,4.2959
603259.SH,20240930,12.116,40.6532,-19.1109,-6.2263,25.1286,2.8775
603259.SH,20240630,8.0373,39.3655,-20.2009,-8.6394,25.9452,1.7055
603259.SH,20240331,3.6734,38.1305,-10.4199,-10.9531,25.209,0.7695
603259.SH,20231231,19.167,41.1792,8.9978,2.5055,24.6397,4.5091
