ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
300316.SZ,20260331,0.4806,29.4435,-82.1003,-44.8823,31.8579,-0.1794
300316.SZ,20251231,3.6579,28.8803,-64.7478,-35.383,33.7222,0.5643
300316.SZ,20250930,4.4291,25.8231,-69.5564,-42.8564,33.5732,0.29
300316.SZ,20250630,3.1724,24.38,-69.5179,-42.8518,34.8754,0.3412
300316.SZ,20250331,2.9421,27.5669,-46.4419,-30.4185,37.02,0.3017
300316.SZ,20241231,15.5681,33.3536,-44.932,-2.2609,43.1568,1.3543
300316.SZ,20240930,18.2189,35.5727,-15.7631,7.5479,45.7979,0.6706
300316.SZ,20240630,13.4625,36.9956,-4.9742,20.7086,49.004,0.219
300316.SZ,20240331,7.1121,43.5187,20.654,25.2775,52.2619,0.0931
300316.SZ,20231231,33.9976,41.6527,55.8458,69.0417,56.1191,2.3579
