ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
000733.SZ,20260331,0.0386,39.9647,-72.8144,-7.8589,16.9645,-0.3624
000733.SZ,20251231,6.198,45.9501,5.693,10.2637,18.3416,2.516
000733.SZ,20250930,3.839,45.6673,-3.3139,4.9844,18.2048,1.1586
000733.SZ,20250630,1.8927,44.6654,-25.741,-0.8324,18.3174,1.7122
000733.SZ,20250331,0.3018,42.4939,-42.5993,-10.4453,18.0213,-0.0546
000733.SZ,20241231,5.7585,49.6969,-63.8274,-32.9941,18.3495,2.8887
000733.SZ,20240930,4.0232,49.5939,-68.69,-37.973,18.4492,2.4086
000733.SZ,20240630,2.5996,50.7876,-72.5479,-43.6453,19.4691,2.1484
000733.SZ,20240331,0.656,47.5624,-86.1267,-51.7492,19.4649,0.2536
000733.SZ,20231231,21.1851,59.342,12.5661,7.1891,20.1833,2.2307
