ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
300607.SZ,20260331,1.2622,32.4929,1147.3647,48.5255,49.1642,-0.2312
300607.SZ,20251231,2.002,28.2549,130.1224,-12.5906,51.9191,0.9749
300607.SZ,20250930,1.2685,28.3399,446.7458,-24.4922,50.9748,0.3911
300607.SZ,20250630,0.7268,29.4343,-19.7541,-36.9833,51.2385,0.091
300607.SZ,20250331,0.0473,32.1148,-87.1375,-63.8259,52.2111,-0.0325
300607.SZ,20241231,-9.5964,14.5947,-378.5776,-36.9246,51.2242,0.2291
300607.SZ,20240930,0.0368,20.3149,-92.9935,-30.96,61.6446,-0.052
300607.SZ,20240630,1.1831,18.3711,-57.5625,-18.0379,63.1508,0.0015
300607.SZ,20240331,1.0541,17.3485,148.7047,25.2415,64.2143,-0.2654
300607.SZ,20231231,3.0416,18.4707,-44.8625,-8.6494,64.5418,0.4567
