ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
002837.SZ,20260331,0.1561,24.2935,-81.9673,26.0291,55.1085,-0.3953
002837.SZ,20251231,15.8358,27.8626,15.2984,32.2292,55.3038,0.161
002837.SZ,20250930,12.3147,27.3199,13.1291,40.1947,53.9036,-0.3267
002837.SZ,20250630,6.8239,26.1457,17.5369,50.2512,56.1127,-0.2414
002837.SZ,20250331,1.4199,26.4533,-22.5328,25.0711,52.119,-0.2294
002837.SZ,20241231,15.9098,28.7477,31.5861,30.0369,51.5611,0.2685
002837.SZ,20240930,12.6702,31.7292,67.7914,38.6054,50.1617,0.2104
002837.SZ,20240630,6.7532,30.9865,99.6279,38.2357,47.2182,-0.0617
002837.SZ,20240331,2.1503,29.5065,146.9341,41.3636,47.0949,0.0989
002837.SZ,20231231,13.741,32.3506,22.7354,20.7198,51.2491,0.7971
