ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
601778.SH,20260331,-1.0429,23.7791,-269.4198,-47.6136,61.4694,0.048
601778.SH,20251231,1.081,41.8224,1.6874,-18.3163,61.0862,1.0841
601778.SH,20250930,1.5186,42.9317,61.8162,-19.7316,61.6617,0.9165
601778.SH,20250630,,38.7142,39.7565,10.4741,62.8046,0.5572
601778.SH,20250331,-0.2117,29.871,64.6494,43.003,63.2756,0.3358
601778.SH,20241231,0.9429,39.243,-15.3901,9.2516,62.45,0.2925
601778.SH,20240930,1.8254,40.0708,-43.5537,11.0298,63.4143,0.1654
601778.SH,20240630,0.5545,47.1705,-36.2115,9.8296,63.3462,-0.2032
601778.SH,20240331,-0.5832,40.0181,-506.7251,-4.9301,62.7259,-0.0479
601778.SH,20231231,1.7971,40.3749,77.0513,36.7239,61.7754,-0.1674
