ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
600310.SH,20260331,-1.7691,19.0596,83.492,6.1602,78.2453,0.3597
600310.SH,20251231,-11.5687,19.8419,-434.9179,-5.5612,77.8804,1.0426
600310.SH,20250930,-1.5506,22.2285,-82.6025,-9.6902,77.5623,0.8405
600310.SH,20250630,-2.7548,19.9842,-719.9645,-14.7483,78.1753,0.3294
600310.SH,20250331,-3.4858,12.9491,-263.9549,-15.2216,79.0731,0.3655
600310.SH,20241231,-2.375,25.4049,3704.0425,-76.4795,78.5057,0.8224
600310.SH,20240930,5.845,28.3965,1987.9407,-80.2675,75.5251,0.6252
600310.SH,20240630,3.541,26.541,216.2049,-81.7053,76.2501,0.416
600310.SH,20240331,0.1804,19.6509,-271.5179,-83.6449,76.6368,0.1737
600310.SH,20231231,-3.8659,5.5249,100.745,-4.124,75.3754,0.4146
