ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
000670.SZ,20260331,-30.7998,3.1045,10.3017,24.2824,75.1599,-0.0263
000670.SZ,20251231,-179.6081,3.3364,-32.8876,16.3358,77.409,0.1672
000670.SZ,20250930,-115.7115,2.8565,-18.6864,17.6168,81.1944,0.3221
000670.SZ,20250630,-82.4657,2.8619,-44.1657,4.4779,81.1069,-0.0741
000670.SZ,20250331,-28.6923,4.1851,-298.1322,-22.6005,76.7333,0.1118
000670.SZ,20241231,-150.1469,4.735,-3.185,17.7204,77.7946,0.2501
000670.SZ,20240930,-134.0207,5.0578,-3.9088,24.1586,81.4084,0.1216
000670.SZ,20240630,-70.4882,5.7388,21.5469,29.1905,79.9731,0.2404
000670.SZ,20240331,-10.7561,7.0004,68.3932,55.8737,80.672,0.1109
000670.SZ,20231231,-101.2878,4.7033,-502.9435,10.9707,83.198,-0.1687
