ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
605376.SH,20260331,3.9224,29.9272,49.6387,64.0229,29.6286,-0.5702
605376.SH,20251231,12.7774,32.638,150.5692,21.8397,25.0513,0.515
605376.SH,20250930,8.8967,31.6221,78.1687,10.7872,16.8186,0.6562
605376.SH,20250630,6.2544,33.1773,93.343,18.3045,16.9517,0.4615
605376.SH,20250331,2.6661,32.3812,207.2516,24.9758,14.6906,-0.077
605376.SH,20241231,4.6964,20.9052,370.7298,37.2188,14.1092,1.128
605376.SH,20240930,4.4376,21.04,562.4079,47.9573,15.2218,0.7745
605376.SH,20240630,2.76,21.889,223.6673,54.877,17.3182,0.7078
605376.SH,20240331,0.6619,18.7887,764.896,60.3317,18.2998,0.0092
605376.SH,20231231,-2.3348,15.0377,-121.0522,-7.7217,18.7175,0.687
