ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
000426.SZ,20260331,8.7697,69.0663,257.3246,85.3213,41.4046,0.6853
000426.SZ,20251231,19.8405,57.5904,11.3985,30.0878,40.7589,1.4013
000426.SZ,20250930,16.0617,57.649,4.9416,24.3591,43.9354,1.5442
000426.SZ,20250630,9.7263,56.8965,-9.9317,12.5021,40.8794,0.9267
000426.SZ,20250331,4.6292,55.5659,63.2248,50.3746,42.3426,0.6748
000426.SZ,20241231,21.4072,62.9517,57.824,15.2289,34.3854,1.0223
000426.SZ,20240930,18.4678,64.3069,139.4014,35.955,31.8809,0.6825
000426.SZ,20240630,13.0699,64.6314,566.4332,76.4233,35.2097,0.4761
000426.SZ,20240331,3.4643,55.91,1539.3673,66.5129,40.0499,0.0738
000426.SZ,20231231,17.0332,52.8765,457.4136,77.6703,40.5791,0.9523
