ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
688195.SH,20260331,1.3967,37.2201,10.7396,51.1714,34.1427,-0.0401
688195.SH,20251231,7.0452,37.2155,1.7993,31.5411,31.2709,1.0754
688195.SH,20250930,6.4936,39.1227,14.998,28.1098,27.8687,0.7313
688195.SH,20250630,3.7226,37.5017,11.4689,24.286,25.7877,0.3383
688195.SH,20250331,1.2785,34.5899,15.8095,20.6026,24.8248,0.2253
688195.SH,20241231,7.2754,37.5956,66.5267,30.9579,25.3363,0.5397
688195.SH,20240930,5.7969,38.3253,77.8989,34.5905,24.7102,0.3313
688195.SH,20240630,3.4172,36.9017,60.9753,26.7653,25.2193,0.2521
688195.SH,20240331,1.0672,32.1045,72.0665,20.6353,23.1324,-0.0164
688195.SH,20231231,4.0877,30.768,-28.7166,-1.2852,16.054,0.5187
