ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
688106.SH,20260331,0.0673,28.1454,-88.9347,6.526,53.4967,0.096
688106.SH,20251231,3.7959,29.7091,-34.4393,9.9514,56.2634,1.1163
688106.SH,20250930,3.2186,29.9571,-44.8996,9.3261,57.0663,0.6008
688106.SH,20250630,2.1804,29.6923,-48.6474,6.6527,56.7517,0.3735
688106.SH,20250331,0.9478,28.4906,-42.4663,5.6208,52.5295,0.1994
688106.SH,20241231,4.9917,32.1542,-36.1193,4.0342,50.4989,1.203
688106.SH,20240930,5.379,33.0901,-18.7247,4.3709,51.0156,0.6185
688106.SH,20240630,3.8788,34.2828,-1.1481,8.6475,49.3584,0.4194
688106.SH,20240331,1.5641,34.1003,26.6824,13.7385,48.211,0.162
688106.SH,20231231,9.5785,37.7329,37.4813,23.4005,45.1851,0.9497
