ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
600744.SH,20260331,7.9601,14.7597,82.9311,-0.0871,92.5982,0.5966
600744.SH,20251231,9.282,11.1459,172.3719,-3.4005,93.2477,1.5833
600744.SH,20250930,20.0564,13.2726,954.9419,3.2257,91.9807,1.337
600744.SH,20250630,12.2249,12.9312,4146.7978,16.1764,92.3992,0.7951
600744.SH,20250331,4.5887,11.1197,894.6086,5.057,93.0666,0.8695
600744.SH,20241231,-12.9215,4.9905,39.7772,-16.0034,93.7188,0.8685
600744.SH,20240930,1.3399,7.9271,70.5169,-21.7945,92.174,0.9179
600744.SH,20240630,-0.2818,7.9195,103.1541,-27.4138,92.302,0.2838
600744.SH,20240331,0.2766,7.3476,107.2115,-17.5206,92.3007,0.3496
600744.SH,20231231,-13.9013,4.8267,-873.7587,2.4366,92.4078,0.7795
