ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
000630.SZ,20260331,1.5011,7.577,19.1171,83.6064,54.3423,0.4945
000630.SZ,20251231,9.7668,7.8598,-14.0247,18.6867,53.5971,-0.0169
000630.SZ,20250930,4.9783,7.1507,-35.1438,14.6603,52.1828,0.088
000630.SZ,20250630,4.2257,7.9562,-33.943,6.3913,54.5402,0.0296
000630.SZ,20250331,3.3187,7.6548,2.9331,7.647,49.4825,0.1206
000630.SZ,20241231,8.1804,7.0873,4.0538,5.8766,47.7954,0.12
000630.SZ,20240930,8.2308,7.5741,5.9743,3.6193,51.355,0.2872
000630.SZ,20240630,6.811,8.5309,6.2428,3.9427,51.8182,0.1779
000630.SZ,20240331,3.3947,8.3233,7.3853,-4.7099,50.3688,0.097
000630.SZ,20231231,6.5302,7.2567,-35.4923,12.8075,49.5217,0.4677
