ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
300331.SZ,20260331,1.8026,27.0838,73.1648,15.0002,53.3829,0.1154
300331.SZ,20251231,-4.8023,18.6229,68.0854,10.8162,50.5013,0.8257
300331.SZ,20250930,0.3218,18.6166,-9.3693,7.9633,45.4911,0.4598
300331.SZ,20250630,0.831,20.0511,-10.4629,5.2721,45.2248,0.2603
300331.SZ,20250331,0.4011,20.8902,5.9948,-3.9267,46.5975,0.0234
300331.SZ,20241231,-5.8542,18.2168,-27.0576,6.8459,45.1613,0.788
300331.SZ,20240930,0.9802,19.888,204.9696,11.2461,45.2334,0.3918
300331.SZ,20240630,1.4658,20.2948,181.226,18.3421,46.9098,0.3839
300331.SZ,20240331,0.6891,18.8917,1441.8367,19.7884,47.0365,-0.0257
300331.SZ,20231231,-3.916,19.5179,83.6283,0.4,43.9025,-0.0433
