ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
600481.SH,20260331,-10.9368,-11.0377,-144.5968,-36.491,80.6655,0.3246
600481.SH,20251231,-27.8511,4.5609,47.7119,-41.9763,85.0142,1.079
600481.SH,20250930,-13.2204,6.7252,59.4179,-41.2716,81.9068,0.9335
600481.SH,20250630,,1.4518,52.5378,-37.1294,84.3481,0.3697
600481.SH,20250331,-3.5136,4.5212,45.2688,-51.0648,83.2338,0.1912
600481.SH,20241231,-37.5389,-2.222,-242.0983,-43.6794,82.7725,-0.0005
600481.SH,20240930,-23.6259,-0.3866,-195.469,-44.9293,82.2223,-0.5749
600481.SH,20240630,-22.086,-6.0254,-303.4732,-42.4539,81.5079,-0.6844
600481.SH,20240331,-5.6478,1.2316,-158.7363,-22.2457,77.3255,0.1248
600481.SH,20231231,19.3146,14.7393,57.067,59.9109,76.4475,0.7112
