ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
002759.SZ,20260331,5.8073,41.6555,1001.9326,91.1456,43.6545,-0.0673
002759.SZ,20251231,1.6907,18.0833,106.0844,43.2825,41.8593,-0.599
002759.SZ,20250930,-3.2397,7.4598,46.1753,23.0003,41.8319,-0.7339
002759.SZ,20250630,-1.7841,9.1633,59.0048,19.1648,43.5527,-0.2628
002759.SZ,20250331,-0.6953,11.5864,77.1537,16.2846,41.9775,-0.2281
002759.SZ,20241231,-34.6327,-1.2548,-3948.6366,-5.1021,41.8442,-0.4167
002759.SZ,20240930,-4.1939,-1.211,-833.0109,-11.8274,32.8203,-0.5452
002759.SZ,20240630,-2.8218,-2.7088,-656.3968,-16.0504,29.2,-0.5541
002759.SZ,20240331,-2.0779,-9.211,-1055.7609,0.2819,31.0753,-0.7386
002759.SZ,20231231,0.6986,12.2709,-93.3317,-33.4465,33.5598,0.2363
