ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
688503.SH,20260331,4.8415,10.5837,223.0028,87.5352,60.4365,-4.6856
688503.SH,20251231,8.0847,7.3249,0.3998,16.8577,58.2576,-12.6799
688503.SH,20250930,5.705,6.846,-43.2411,8.2913,59.068,-14.2549
688503.SH,20250630,3.3252,6.8921,-39.5801,-4.8705,49.8195,-4.5371
688503.SH,20250331,1.8861,6.3306,18.2433,1.383,46.4718,-0.4905
688503.SH,20241231,8.4801,8.6991,-5.4455,21.3522,41.7966,-3.6998
688503.SH,20240930,9.0421,8.9238,-4.4726,32.8018,46.033,-3.297
688503.SH,20240630,6.8858,10.9024,11.0813,61.7923,45.8915,-2.1747
688503.SH,20240331,1.7387,8.2478,-38.7955,65.5706,39.034,-7.7407
688503.SH,20231231,8.3567,9.8166,13.0047,58.2108,34.3649,-16.0827
