ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
601137.SH,20260331,-0.8067,8.0723,-128.8398,14.0334,54.872,-0.215
601137.SH,20251231,1.5344,13.0174,-90.7728,11.246,56.0799,-1.0182
601137.SH,20250930,10.1695,13.2041,-19.7599,6.0653,55.5394,-1.4986
601137.SH,20250630,7.6863,14.1566,6.0474,15.2076,55.9829,-0.8461
601137.SH,20250331,3.5605,14.2971,20.64,10.5858,52.3736,-0.8662
601137.SH,20241231,17.0665,17.9681,20.4678,5.0643,51.3192,1.5556
601137.SH,20240930,14.2394,15.7353,38.8087,16.4836,55.0418,0.5066
601137.SH,20240630,8.4314,15.2759,38.7335,14.5645,56.2168,-0.1712
601137.SH,20240331,3.4843,15.2799,38.5102,32.6676,52.2305,-0.0014
601137.SH,20231231,17.3672,17.2506,109.1385,32.0346,56.5209,1.8522
