ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
600343.SH,20260331,-1.821,15.9368,15.0537,-24.2429,48.9018,-0.1266
600343.SH,20251231,-12.6808,11.2723,-2.857,-11.0027,49.5222,-0.0737
600343.SH,20250930,-6.4396,8.6621,-31.2091,-14.193,52.4571,-0.2258
600343.SH,20250630,-4.7447,6.496,-28.4551,-12.8843,50.8536,-0.1886
600343.SH,20250331,-1.8368,9.0609,-14.424,-1.0463,49.4642,-0.1427
600343.SH,20241231,-11.5901,4.6427,4.1625,2.7914,50.1656,-0.0976
600343.SH,20240930,-5.154,10.7248,-44.3646,9.07,46.4325,-0.2776
600343.SH,20240630,-3.4126,12.0506,-105.7499,5.8719,46.2399,-0.2223
600343.SH,20240331,-1.4502,12.7249,-87.4636,8.9837,45.4641,-0.1673
600343.SH,20231231,-10.5713,11.9909,-388.8687,-29.4006,46.277,-0.184
