ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
001339.SZ,20260331,4.3396,31.0219,159.1298,52.9589,70.9279,-2.1022
001339.SZ,20251231,5.8568,20.1427,36.8406,1.3043,60.2744,-2.6784
001339.SZ,20250930,4.9781,22.3214,59.3022,6.8926,57.4935,0.2287
001339.SZ,20250630,4.0791,24.3958,80.0814,15.2889,58.4251,1.0469
001339.SZ,20250331,1.7016,20.4056,226.8877,19.3535,60.2524,0.8404
001339.SZ,20241231,5.3505,16.8844,280.7287,10.0587,57.3155,4.571
001339.SZ,20240930,3.5421,17.7622,162.367,0.0641,55.9607,3.6815
001339.SZ,20240630,2.5081,19.0673,36.0303,3.2861,46.3596,1.9206
001339.SZ,20240331,0.4097,12.9381,-64.1325,-10.3681,39.0918,-0.8811
001339.SZ,20231231,1.3888,11.8621,-72.4416,20.8646,39.9741,-0.1055
