ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
600105.SH,20260331,4.9504,26.1967,-45.1898,41.9166,62.5586,0.177
600105.SH,20251231,7.2308,13.8858,280.4325,28.5968,61.8944,0.2131
600105.SH,20250930,10.0493,13.8637,474.3025,22.129,61.6595,0.0206
600105.SH,20250630,9.7953,13.5867,917.6649,24.0686,59.7692,-0.0132
600105.SH,20250331,8.9789,14.6465,960.5521,7.5358,59.3826,0.2156
600105.SH,20241231,1.5393,16.6011,41.9979,-5.383,58.2329,-0.2298
600105.SH,20240930,1.5919,17.9603,-34.1354,0.9208,61.8488,-0.3517
600105.SH,20240630,0.757,17.8009,-22.193,-2.9177,62.8435,-0.2833
600105.SH,20240331,0.7721,17.3257,13.1384,-12.7475,61.7393,-0.1812
600105.SH,20231231,0.2431,17.3236,-79.8195,2.7782,62.7962,0.2046
