ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
600745.SH,20260331,-0.7722,27.8585,-172.4091,-93.7673,39.3078,0.3179
600745.SH,20251231,-1.0649,18.1947,-208.7705,-57.5362,39.5711,4.7328
600745.SH,20250930,2.2291,16.9845,265.0912,-44.0027,33.8611,4.3566
600745.SH,20250630,,13.7516,237.3647,-24.5558,46.8188,3.4236
600745.SH,20250331,0.447,13.9688,82.2888,-19.378,50.4788,2.0276
600745.SH,20241231,-9.064,9.7684,-339.8331,20.233,53.5318,3.6092
600745.SH,20240930,0.1907,10.0133,-80.2558,19.6995,51.3109,2.8487
600745.SH,20240630,-0.3454,9.4671,-88.7766,15.0091,50.2083,2.1258
600745.SH,20240331,-0.2325,9.195,-68.8232,12.6153,49.7362,0.1575
600745.SH,20231231,3.0846,16.0812,-18.9987,5.3963,51.0633,4.6864
