ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
688676.SH,20260331,1.8886,25.7407,4.8335,13.4139,57.8164,-0.3631
688676.SH,20251231,12.5946,25.853,14.8179,5.7113,57.8641,1.3071
688676.SH,20250930,9.9534,26.0777,20.2718,8.2473,53.991,0.3873
688676.SH,20250630,5.5096,25.8747,19.1033,8.164,55.7219,0.5112
688676.SH,20250331,2.1905,24.9334,13.3163,2.9046,54.5149,0.2949
688676.SH,20241231,14.2289,24.3153,13.8234,3.4987,53.7592,-0.0808
688676.SH,20240930,10.1068,24.2064,21.1664,0.5349,54.5276,-0.1905
688676.SH,20240630,5.6713,23.3551,16.4271,0.7878,52.3101,-0.1661
688676.SH,20240331,3.014,25.3853,8.5686,0.5993,59.1216,-0.7721
688676.SH,20231231,15.5805,22.8075,78.1501,40.5003,61.3473,0.4799
