ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
603011.SH,20260331,-1.6255,28.7379,-488.0284,-3.7129,58.7678,-0.3385
603011.SH,20251231,-13.1523,23.6731,-179.4331,2.2944,57.4682,0.6461
603011.SH,20250930,-2.3779,24.2743,-677.2524,14.0334,53.5494,0.3662
603011.SH,20250630,0.4472,26.1456,-11.395,8.2299,53.753,-0.0528
603011.SH,20250331,0.2727,25.9503,35.4773,32.537,53.4608,-0.2637
603011.SH,20241231,-4.5534,24.7342,-634.9294,17.4264,52.6773,0.4157
603011.SH,20240930,0.1338,26.0202,-89.636,19.2081,48.4874,0.378
603011.SH,20240630,0.3382,24.8073,-76.7544,16.8252,47.696,0.1194
603011.SH,20240331,0.1781,32.1357,-71.6072,7.9548,46.136,-0.1511
603011.SH,20231231,-0.9364,30.9415,27.0171,1.8454,48.5972,0.2183
