ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
603799.SH,20260331,4.1908,20.6858,99.4457,44.6238,63.5704,0.6193
603799.SH,20251231,13.5919,17.4695,47.067,32.9361,61.853,2.1152
603799.SH,20250930,9.4804,16.1772,39.5925,29.5738,59.4443,2.2005
603799.SH,20250630,6.806,15.8624,62.2604,23.7808,64.6944,0.9509
603799.SH,20250331,3.2535,14.8813,139.6769,19.2435,64.0822,0.5977
603799.SH,20241231,10.6569,17.2283,23.9916,-8.0817,64.375,7.3244
603799.SH,20240930,8.6945,17.5339,0.2386,-10.9665,64.078,2.2624
603799.SH,20240630,5.0909,16.5663,-19.873,-9.8821,64.7095,1.6283
603799.SH,20240331,1.6414,12.0961,-48.9879,-21.7036,64.575,0.5433
603799.SH,20231231,10.2801,14.1097,-14.2472,5.1881,64.3616,2.0384
