ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
603002.SH,20260331,-0.023,4.8713,-92.7423,76.8113,42.8123,-0.0548
603002.SH,20251231,0.8684,5.6791,-30.1043,43.4573,39.387,0.0164
603002.SH,20250930,0.6223,6.0488,-33.2305,32.4293,33.6153,0.0636
603002.SH,20250630,0.4212,6.6086,-34.9993,24.1611,30.5262,0.0569
603002.SH,20250331,0.1793,7.1774,-45.6474,15.2098,26.0956,0.0217
603002.SH,20241231,1.2332,6.8088,-41.5864,-4.2867,25.2425,0.0601
603002.SH,20240930,0.8799,6.5584,-40.7838,-5.2528,25.2727,0.1043
603002.SH,20240630,0.5942,6.7534,-35.1919,-3.0034,23.9388,0.044
603002.SH,20240331,0.2913,6.8187,-35.6397,-10.7652,23.843,-0.0322
603002.SH,20231231,2.7192,8.2423,-84.4402,-25.8736,26.8931,0.2495
