ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
603501.SH,20260331,2.0098,29.3806,-41.9207,-0.8972,33.1322,0.5845
603501.SH,20251231,14.9295,30.6349,21.731,12.1418,35.4277,3.4052
603501.SH,20250930,11.7902,30.4292,35.1499,15.2009,37.3419,2.2183
603501.SH,20250630,7.7444,30.4797,48.3438,15.4193,38.3607,1.5513
603501.SH,20250331,3.4324,31.0312,55.2496,14.6761,37.5425,0.9022
603501.SH,20241231,13.3905,29.4444,498.1101,22.4065,37.8862,3.9238
603501.SH,20240930,10.3981,29.6117,544.7418,25.3754,40.9025,2.6723
603501.SH,20240630,6.3592,29.1427,792.7908,36.4956,41.438,1.4982
603501.SH,20240331,2.6636,27.8876,180.5005,30.1802,43.106,0.9133
603501.SH,20231231,0.6993,21.7607,-43.8939,4.694,43.0501,6.1991
