ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
000034.SZ,20260331,2.097,3.3667,8.6151,27.6248,78.5384,-3.4454
000034.SZ,20251231,6.9457,3.3976,-30.5238,12.1597,79.3666,-3.353
000034.SZ,20250930,6.4478,3.5493,-25.0127,11.7877,76.3749,-1.095
000034.SZ,20250630,4.3453,3.491,-16.2867,14.423,76.1024,0.7003
000034.SZ,20250331,2.2469,3.7265,-7.5133,8.5643,74.731,3.8367
000034.SZ,20241231,11.4013,4.2108,-35.765,7.1411,78.0224,3.7405
000034.SZ,20240930,9.6229,4.4928,5.0394,8.8125,77.644,3.2361
000034.SZ,20240630,5.1548,4.4521,17.5242,12.5188,79.1562,0.2236
000034.SZ,20240331,2.3269,4.5745,12.3479,7.9472,78.7386,-0.3759
000034.SZ,20231231,15.6381,3.9874,16.6643,3.2308,79.3701,-0.2261
