ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
601615.SH,20260331,-0.4362,10.2004,-91.8366,12.4489,71.8831,-1.729
601615.SH,20251231,1.8569,10.3223,90.6519,40.27,71.7114,-2.4489
601615.SH,20250930,2.2065,11.474,-5.288,29.9807,69.9803,-2.1686
601615.SH,20250630,,12.1192,-7.6786,45.3262,69.9317,-1.5423
601615.SH,20250331,1.0863,13.1885,-0.6978,51.7849,68.6954,-0.959
601615.SH,20241231,0.6538,8.0981,-8.1247,-3.4331,68.5888,-1.0579
601615.SH,20240930,2.4932,15.2035,-34.5847,-4.1445,65.94,-2.0415
601615.SH,20240630,2.0471,18.7192,0.9426,10.8527,66.9881,-2.0043
601615.SH,20240331,1.066,20.6205,233.83,84.6027,66.4436,-0.7351
601615.SH,20231231,0.741,11.1979,-89.1877,-9.3948,66.0692,-1.1408
