ts_code,end_date,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps
600255.SH,20260331,0.8958,8.3747,84.2829,18.4407,58.4312,-0.0619
600255.SH,20251231,0.8396,6.7686,-50.4601,20.0148,59.1633,-0.0514
600255.SH,20250930,0.8331,6.6279,-50.8367,19.1019,59.2371,-0.1779
600255.SH,20250630,0.9848,6.9884,-42.163,17.1683,57.2957,-0.0745
600255.SH,20250331,0.4676,7.1053,5.4221,13.7523,57.6391,-0.0736
600255.SH,20241231,2.669,7.807,201.7823,23.6989,57.0744,-0.0357
600255.SH,20240930,2.1916,8.06,213.4292,27.134,55.874,0.0443
600255.SH,20240630,2.101,8.6313,231.603,29.5359,56.449,0.0498
600255.SH,20240331,0.3681,8.0233,197.8439,9.5733,57.0901,0.0619
600255.SH,20231231,-5.4391,7.1694,-162.6881,3.4418,55.563,0.0177
